    0.025000     0.000000     0.000000          inf 
    0.075000     0.000000     0.000000          inf 
    0.125000     0.000000     0.000000          inf 
    0.175000     0.000000     0.000000          inf 
    0.225000     0.000000     0.000000          inf 
    0.275000     0.000000     0.000000          inf 
    0.325000     0.000000     0.000000          inf 
    0.375000     0.000000     0.000000          inf 
    0.425000     0.000000     0.000000          inf 
    0.475000     0.000000     0.000000          inf 
    0.525000     0.000000     0.000000          inf 
    0.575000     0.000000     0.000000          inf 
    0.625000     0.000000     0.000000          inf 
    0.675000     0.000000     0.000000          inf 
    0.725000     0.000000     0.000000          inf 
    0.775000     0.000000     0.000000          inf 
    0.825000     0.000000     0.000000          inf 
    0.875000     0.000000     0.000000          inf 
    0.925000     0.000000     0.000000          inf 
    0.975000     0.000000     0.000000          inf 
    1.025000     0.000000     0.000000          inf 
    1.075000     0.000000     0.000000          inf 
    1.125000     0.000000     0.000000          inf 
    1.175000     0.000000     0.000000          inf 
    1.225000     0.000000     0.000000          inf 
    1.275000     0.000000     0.000000          inf 
    1.325000     0.000000     0.000000          inf 
    1.375000     0.000000     0.000000          inf 
    1.425000     0.000000     0.000000          inf 
    1.475000     0.000000     0.000000          inf 
    1.525000     0.000000     0.000000          inf 
    1.575000     0.000000     0.000000          inf 
    1.625000     0.000000     0.000000          inf 
    1.675000     0.000000     0.000000          inf 
    1.725000     0.000000     0.000000          inf 
    1.775000     0.000000     0.000000          inf 
    1.825000     0.000000     0.000000          inf 
    1.875000     0.000000     0.000000          inf 
    1.925000     0.000000     0.000000          inf 
    1.975000     0.000000     0.000000          inf 
    2.025000     0.000000     0.000000          inf 
    2.075000     0.000000     0.000000          inf 
    2.125000     0.000000     0.000000          inf 
    2.175000     0.000000     0.000000          inf 
    2.225000     0.000000     0.000000          inf 
    2.275000     0.000000     0.000000          inf 
    2.325000     0.000000     0.000000          inf 
    2.375000     0.000000     0.000000          inf 
    2.425000     0.000000     0.000000          inf 
    2.475000     0.000000     0.000000          inf 
    2.525000     0.007429     0.000010     4.902357 
    2.575000     0.165648     0.000240     1.797892 
    2.625000     1.230620     0.002010    -0.207518 
    2.675000     4.055347     0.008060    -1.400036 
    2.725000     8.438613     0.021102    -2.132818 
    2.775000    11.972966     0.040266    -2.482651 
    2.825000    12.732531     0.061366    -2.544160 
    2.875000    11.350895     0.080830    -2.429297 
    2.925000     9.077721     0.096935    -2.205823 
    2.975000     6.685717     0.109197    -1.899974 
    3.025000     4.574464     0.117870    -1.520489 
    3.075000     3.177336     0.124092    -1.156043 
    3.125000     2.110548     0.128359    -0.746947 
    3.175000     1.418146     0.131319    -0.349350 
    3.225000     0.952833     0.133372     0.048315 
    3.275000     0.713815     0.134957     0.337132 
    3.325000     0.580312     0.136284     0.544189 
    3.375000     0.402701     0.137234     0.909562 
    3.425000     0.333906     0.138044     1.096897 
    3.475000     0.272168     0.138724     1.301334 
    3.525000     0.191761     0.139217     1.651507 
    3.575000     0.139091     0.139584     1.972625 
    3.625000     0.137954     0.139959     1.980834 
    3.675000     0.158441     0.140401     1.842372 
    3.725000     0.129021     0.140771     2.047779 
    3.775000     0.145111     0.141199     1.930255 
    3.825000     0.156952     0.141674     1.851816 
    3.875000     0.191637     0.142269     1.652153 
    3.925000     0.197969     0.142899     1.619646 
    3.975000     0.184474     0.143501     1.690247 
    4.025000     0.251762     0.144344     1.379273 
    4.075000     0.257718     0.145229     1.355891 
    4.125000     0.300216     0.146284     1.203253 
    4.175000     0.324994     0.147454     1.123948 
    4.225000     0.415456     0.148986     0.878379 
    4.275000     0.535138     0.151006     0.625230 
    4.325000     0.709710     0.153746     0.342899 
    4.375000     0.836119     0.157051     0.178984 
    4.425000     1.056703     0.161321    -0.055154 
    4.475000     1.195639     0.166261    -0.178681 
    4.525000     1.321395     0.171843    -0.278688 
    4.575000     1.493593     0.178291    -0.401185 
    4.625000     1.650083     0.185570    -0.500826 
    4.675000     1.830940     0.193823    -0.604829 
    4.725000     1.904227     0.202587    -0.644076 
    4.775000     2.111679     0.212515    -0.747483 
    4.825000     2.219367     0.223167    -0.797222 
    4.875000     2.236102     0.234119    -0.804734 
    4.925000     2.333943     0.245786    -0.847559 
    4.975000     2.372803     0.257889    -0.864072 
    5.025000     2.439621     0.270581    -0.891843 
    5.075000     2.499858     0.283845    -0.916234 
    5.125000     2.555973     0.297673    -0.938433 
    5.175000     2.498634     0.311455    -0.915744 
