#Coor		Free	+/-		Prob		+/-
1.370000	3.460181	-nan	0.004793	-nan
1.390000	3.426703	-nan	0.004858	-nan
1.410000	3.509470	-nan	0.004699	-nan
1.430000	3.552043	-nan	0.004620	-nan
1.450000	3.694343	-nan	0.004363	-nan
1.470000	3.585769	-nan	0.004558	-nan
1.490000	3.626054	-nan	0.004485	-nan
1.510000	3.640752	-nan	0.004458	-nan
1.530000	3.611374	-nan	0.004511	-nan
1.550000	3.546084	-nan	0.004631	-nan
1.570000	3.492755	-nan	0.004731	-nan
1.590000	3.620011	-nan	0.004495	-nan
1.610000	3.457477	-nan	0.004798	-nan
1.630000	3.433677	-nan	0.004844	-nan
1.650000	3.343806	-nan	0.005022	-nan
1.670000	3.361192	-nan	0.004987	-nan
1.690000	3.413470	-nan	0.004883	-nan
1.710000	3.519655	-nan	0.004680	-nan
1.730000	3.519686	-nan	0.004680	-nan
1.750000	3.511697	-nan	0.004695	-nan
1.770000	3.513910	-nan	0.004691	-nan
1.790000	3.552570	-nan	0.004619	-nan
#Window		Free	+/-	
#0	0.000000	-nan
#1	-1.647723	-nan
#2	-1.816105	-nan
#3	-1.753334	-nan
#4	-1.186543	-nan
#5	-0.981032	-nan
#6	-0.505742	-nan
#7	0.281364	-nan
#8	1.095269	-nan
#9	1.730683	-nan
#10	1.947810	-nan
#11	1.851839	-nan
#12	1.686097	-nan
#13	1.406300	-nan
#14	1.261356	-nan
#15	1.264143	-nan
#16	1.366010	-nan
#17	1.365067	-nan
#18	1.193599	-nan
#19	1.244207	-nan
#20	1.297432	-nan
#21	1.347363	-nan
#22	1.348194	-nan
#23	1.431042	-nan
#24	1.452035	-nan
#25	1.528395	-nan
#26	1.426757	-nan
#27	1.445619	-nan
#28	3.183886	-nan
