## bin 	bin 	bin 	bin 					
## Nc 	Nc 	Nc 	Nc 					
2 0.000000 	0.000000 	0.000000 	0.000000 					
3 0.000000 	0.000000 	0.000005 	0.000000 					
4 0.001755 	0.001615 	0.002160 	0.001120 					
5 0.084880 	0.073185 	0.082590 	0.057110 					
6 0.410943 	0.387343 	0.386593 	0.417918 					
7 0.359268 	0.381223 	0.363288 	0.401023 					
8 0.119224 	0.132904 	0.137624 	0.107984 					
9 0.022360 	0.022370 	0.025615 	0.014040 					
10 0.001555 	0.001330 	0.002090 	0.000805 					
11 0.000015 	0.000030 	0.000035 	0.000000 					
