#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.624   -19.985  0.628  0.010  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.602   -19.958  0.628  0.012  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.640
   0.579   -19.949  0.630  0.010  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.644
   0.579   -19.949  0.630  0.010  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.644
   0.568   -19.951  0.622  0.006  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.642
   0.557   -19.955  0.622  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.642
   0.546   -19.961  0.622  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.642
   0.535   -19.968  0.624  0.000  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.640
   0.524   -19.976  0.622  0.000  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.644
   0.513   -19.983  0.626  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.650
   0.501   -19.990  0.626  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.650
   0.490   -19.996  0.622  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.646
   0.479   -20.003  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.648
   0.468   -20.008  0.622  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.650
   0.457   -20.013  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.646
   0.446   -20.018  0.626  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.646
   0.434   -20.022  0.622  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.648
   0.423   -20.025  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.412   -20.028  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.401   -20.030  0.627  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.390   -20.032  0.629  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.379   -20.033  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.367   -20.033  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.367   -20.033  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.348   -20.045  0.628  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.648
   0.329   -20.071  0.628  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.309   -20.100  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.290   -20.129  0.632  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.271   -20.157  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.251   -20.184  0.640  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.232   -20.209  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.213   -20.231  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.193   -20.252  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.174   -20.271  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.155   -20.288  0.640  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.135   -20.304  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.116   -20.317  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.097   -20.328  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.077   -20.337  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.058   -20.344  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.039   -20.349  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.019   -20.352  0.646  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
