#K-Path             Spin-Up       Spin-Down
#Band-index    1
  0.758        1.6074        1.6048
  0.736        1.7416        1.7388
  0.713        1.8816        1.8783
  0.691        2.0260        2.0211
  0.669        2.1737        2.1049
  0.646        2.3224        2.0732
  0.624        2.4153        2.0398
  0.602        2.3860        2.0081
  0.579        2.3557        1.9794
  0.579        2.3557        1.9794
  0.568        2.3708        1.9936
  0.557        2.3881        2.0099
  0.546        2.4064        2.0274
  0.535        2.4040        2.0461
  0.524        2.3225        2.0660
  0.513        2.2792        2.0867
  0.501        2.2662        2.1077
  0.490        2.1864        2.0731
  0.479        2.1069        1.9938
  0.468        2.0284        1.9163
  0.457        1.9508        1.8677
  0.446        1.8744        1.8603
  0.434        1.7993        1.7969
  0.423        1.7257        1.7234
  0.412        1.6537        1.6515
  0.401        1.5839        1.5818
  0.390        1.5173        1.5154
  0.379        1.4578        1.4562
  0.367        1.4264        1.4251
  0.367        1.4264        1.4251
  0.348        1.4357        1.4344
  0.329        1.4602        1.4586
  0.309        1.4935        1.4917
  0.290        1.5311        1.5290
  0.271        1.5704        1.5682
  0.251        1.6101        1.6078
  0.232        1.6491        1.6467
  0.213        1.6820        1.6783
  0.193        1.7186        1.7150
  0.174        1.7538        1.7502
  0.155        1.7862        1.7826
  0.135        1.8155        1.8119
  0.116        1.8414        1.8379
  0.097        1.8631        1.8603
  0.077        1.8811        1.8784
  0.058        1.8951        1.8924
  0.039        1.9049        1.9021
  0.019        1.9089        1.9059
  0.000        1.8943        1.8907
#Band-index   75
  0.000        1.8944        1.8907
  0.019        1.9119        1.9085
  0.039        1.9071        1.9037
  0.058        1.8969        1.8935
  0.077        1.8823        1.8789
  0.097        1.8638        1.8604
  0.116        1.8414        1.8387
  0.135        1.8163        1.8136
  0.155        1.7879        1.7853
  0.174        1.7567        1.7541
  0.193        1.7229        1.7204
  0.213        1.6869        1.6844
  0.232        1.7588        1.7551
  0.251        1.9027        1.8918
  0.271        2.0522        1.8903
  0.290        2.2033        1.8729
  0.309        2.2281        1.8589
  0.329        2.2168        1.8487
  0.348        2.2097        1.8426
  0.367        2.2073        1.8405
  0.367        2.2073        1.8405
  0.379        2.2078        1.8409
  0.390        2.2090        1.8421
  0.401        2.2111        1.8441
  0.412        2.2141        1.8469
  0.423        2.2178        1.8505
  0.434        2.2225        1.8550
  0.446        2.2279        1.8717
  0.457        2.2342        1.9477
  0.468        2.2413        2.0241
  0.479        2.2493        2.0976
  0.490        2.2581        2.1256
  0.501        2.2680        2.1535
  0.513        2.3460        2.2348
  0.524        2.4162        2.3169
  0.535        2.4239        2.3996
  0.546        2.4869        2.4827
  0.557        2.5697        2.5654
  0.568        2.6497        2.5931
  0.579        2.7101        2.5940
  0.579        2.7101        2.5940
  0.602        2.6130        2.5876
  0.624        2.4727        2.4681
  0.646        2.3242        2.3197
  0.669        2.2886        2.1703
  0.691        2.2891        2.0230
  0.713        2.2966        1.9209
  0.736        2.3106        1.9311
  0.758        2.3308        1.9481
  0.780        2.3565        1.9705
  0.803        2.3863        1.9977
  0.825        2.4082        2.0288
  0.847        2.3717        2.0625
  0.870        2.3166        2.0965
  0.892        2.2558        2.1269
  0.914        2.1902        2.1479
  0.937        2.1201        2.1152
  0.959        2.0457        2.0419
  0.981        1.9674        1.9637
  1.004        1.8944        1.8907
#Band-index   76
  1.004        1.9609        1.9584
  0.981        2.0353        2.0329
  0.959        2.1151        2.1128
  0.937        2.1910        2.1634
  0.914        2.2628        2.1891
  0.892        2.3303        2.2530
  0.870        2.3933        2.2987
  0.847        2.4518        2.3123
  0.825        2.4464        2.3310
  0.803        2.4808        2.3384
  0.780        2.5233        2.3024
  0.758        2.5631        2.2647
  0.736        2.5996        2.2262
  0.713        2.5874        2.1878
  0.691        2.5439        2.1513
  0.669        2.5023        2.1783
  0.646        2.4642        2.3246
  0.624        2.4851        2.4752
  0.602        2.6267        2.6122
  0.579        2.7103        2.7053
  0.579        2.7103        2.7053
  0.568        2.7282        2.6453
  0.557        2.6826        2.5903
  0.546        2.6027        2.5804
  0.535        2.5231        2.5132
  0.524        2.4702        2.4316
  0.513        2.4818        2.3501
  0.501        2.5048        2.2699
  0.490        2.5304        2.1945
  0.479        2.5574        2.1666
  0.468        2.5857        2.1858
  0.457        2.6148        2.2093
  0.446        2.6446        2.2335
  0.434        2.6746        2.2576
  0.423        2.7044        2.2807
  0.412        2.7332        2.3022
  0.401        2.7598        2.3210
  0.390        2.7823        2.3359
  0.379        2.7981        2.3456
  0.367        2.8041        2.3489
  0.367        2.8041        2.3489
  0.348        2.6912        2.3498
  0.329        2.5289        2.3522
  0.309        2.3679        2.3561
  0.290        2.2506        2.2051
  0.271        2.2678        2.0512
  0.251        2.2923        1.9214
  0.232        2.3207        1.9387
  0.213        2.3524        1.9660
  0.193        2.3869        1.9960
  0.174        2.4238        2.0278
  0.155        2.4622        2.0606
  0.135        2.5015        2.0927
  0.116        2.5404        2.1216
  0.097        2.5476        2.1441
  0.077        2.4219        2.1581
  0.058        2.2945        2.1647
  0.039        2.1675        2.1635
  0.019        2.0437        2.0408
  0.000        1.9609        1.9584
#Band-index   77
  0.000        1.9965        1.9952
  0.019        2.0710        2.0688
  0.039        2.1911        2.1680
  0.058        2.3167        2.2908
  0.077        2.4435        2.3244
  0.097        2.5707        2.3047
  0.116        2.6780        2.2969
  0.135        2.8047        2.2993
  0.155        2.8265        2.3090
  0.174        2.8501        2.3238
  0.193        2.8740        2.3423
  0.213        2.8604        2.3635
  0.232        2.8479        2.3866
  0.251        2.8367        2.3771
  0.271        2.8270        2.3688
  0.290        2.8189        2.3618
  0.309        2.8125        2.3632
  0.329        2.8079        2.5004
  0.348        2.8052        2.5156
  0.367        2.8171        2.5203
  0.367        2.8171        2.5203
  0.379        2.8172        2.5211
  0.390        2.8171        2.5233
  0.401        2.8164        2.5266
  0.412        2.8153        2.5304
  0.423        2.8138        2.5346
  0.434        2.8119        2.5391
  0.446        2.8096        2.5439
  0.457        2.8070        2.5488
  0.468        2.8039        2.5540
  0.479        2.8004        2.5593
  0.490        2.7963        2.5647
  0.501        2.7918        2.5702
  0.513        2.7866        2.5756
  0.524        2.7807        2.5810
  0.535        2.7740        2.5867
  0.546        2.7662        2.6064
  0.557        2.7585        2.6800
  0.568        2.7798        2.7231
  0.579        2.8100        2.7054
  0.579        2.8100        2.7054
  0.602        2.7750        2.6220
  0.624        2.7422        2.5810
  0.646        2.7163        2.5616
  0.669        2.6906        2.5360
  0.691        2.6630        2.5062
  0.713        2.6328        2.4743
  0.736        2.6310        2.4420
  0.758        2.6402        2.4105
  0.780        2.6009        2.3810
  0.803        2.5556        2.3542
  0.825        2.5059        2.3719
  0.847        2.4700        2.3728
  0.870        2.5102        2.3178
  0.892        2.5525        2.3007
  0.914        2.5937        2.2605
  0.937        2.4425        2.1887
  0.959        2.2679        2.1668
  0.981        2.1001        2.0976
  1.004        1.9965        1.9952
#Band-index   78
  1.004        2.6844        2.1678
  0.981        2.6782        2.1677
  0.959        2.6598        2.2648
  0.937        2.6306        2.3409
  0.914        2.6201        2.3128
  0.892        2.7839        2.3280
  0.870        2.8043        2.3909
  0.847        2.8284        2.4020
  0.825        2.8154        2.4252
  0.803        2.7723        2.4735
  0.780        2.7275        2.5178
  0.758        2.6838        2.5582
  0.736        2.6847        2.5950
  0.713        2.7174        2.6284
  0.691        2.7482        2.6587
  0.669        2.7761        2.6866
  0.646        2.8016        2.7128
  0.624        2.8252        2.7393
  0.602        2.8486        2.7733
  0.579        2.8299        2.8071
  0.579        2.8299        2.8071
  0.568        2.8299        2.7790
  0.557        2.8492        2.7555
  0.546        2.8617        2.7629
  0.535        2.8708        2.7706
  0.524        2.8781        2.7773
  0.513        2.8844        2.7832
  0.501        2.8898        2.7884
  0.490        2.8946        2.7928
  0.479        2.8988        2.7968
  0.468        2.9025        2.8002
  0.457        2.9057        2.8030
  0.446        2.9085        2.8054
  0.434        2.9109        2.8072
  0.423        2.9129        2.8082
  0.412        2.9146        2.8083
  0.401        2.9158        2.8067
  0.390        2.9167        2.8030
  0.379        2.9172        2.7985
  0.367        2.9174        2.7966
  0.367        2.9174        2.7966
  0.348        3.0443        2.6872
  0.329        3.0669        2.5281
  0.309        3.0663        2.4849
  0.290        3.0476        2.4617
  0.271        3.0086        2.4368
  0.251        2.9717        2.4115
  0.232        2.9373        2.3869
  0.213        2.9055        2.3973
  0.193        2.8765        2.4087
  0.174        2.8884        2.4208
  0.155        2.9025        2.4331
  0.135        2.8057        2.4455
  0.116        2.6977        2.4573
  0.097        2.5812        2.4678
  0.077        2.6139        2.4195
  0.058        2.6433        2.3136
  0.039        2.6658        2.1884
  0.019        2.6797        2.1677
  0.000        2.6844        2.1678
#Band-index   79
  0.000        2.7383        2.4566
  0.019        2.7395        2.4306
  0.039        2.7435        2.3920
  0.058        2.7503        2.3558
  0.077        2.7599        2.4381
  0.097        2.7724        2.5468
  0.116        2.7876        2.6729
  0.135        2.8241        2.7211
  0.155        2.9310        2.7445
  0.174        2.9949        2.7650
  0.193        3.0105        2.7824
  0.213        3.0260        2.7962
  0.232        3.0403        2.8058
  0.251        3.0520        2.8111
  0.271        3.0603        2.8131
  0.290        3.0655        2.8130
  0.309        3.0903        2.8122
  0.329        3.1326        2.8117
  0.348        3.0685        2.8123
  0.367        3.0672        2.8291
  0.367        3.0672        2.8291
  0.379        3.0732        2.8307
  0.390        3.0898        2.8364
  0.401        3.1138        2.8489
  0.412        3.1420        2.8684
  0.423        3.1712        2.8933
  0.434        3.1959        2.9066
  0.446        3.2095        2.9046
  0.457        3.2183        2.9020
  0.468        3.2264        2.8990
  0.479        3.2348        2.8955
  0.490        3.2437        2.8914
  0.501        3.2531        2.8867
  0.513        3.2627        2.8814
  0.524        3.2140        2.8752
  0.535        3.1372        2.8678
  0.546        3.0621        2.8587
  0.557        2.9891        2.8463
  0.568        2.9215        2.8269
  0.579        2.8889        2.8296
  0.579        2.8889        2.8296
  0.602        2.9351        2.8457
  0.624        3.1071        2.8224
  0.646        3.2023        2.7988
  0.669        3.1492        2.7733
  0.691        3.0977        2.7451
  0.713        3.0490        2.7140
  0.736        3.0034        2.6796
  0.758        2.9613        2.6416
  0.780        2.9226        2.5997
  0.803        2.8876        2.5540
  0.825        2.8561        2.5040
  0.847        2.8553        2.4499
  0.870        2.8902        2.4288
  0.892        2.7996        2.4506
  0.914        2.7673        2.4679
  0.937        2.7544        2.4372
  0.959        2.7453        2.3804
  0.981        2.7400        2.4248
  1.004        2.7383        2.4566
#Band-index   80
  1.004        2.9869        2.4990
  0.981        2.9818        2.4972
  0.959        2.9686        2.4920
  0.937        2.9596        2.4848
  0.914        2.9463        2.6184
  0.892        2.9225        2.6958
  0.870        2.9783        2.7315
  0.847        2.9973        2.7668
  0.825        3.0213        2.8025
  0.803        3.0498        2.8394
  0.780        3.0826        2.8778
  0.758        3.1193        2.9181
  0.736        3.1597        2.9599
  0.713        3.2037        3.0021
  0.691        3.2508        3.0387
  0.669        3.3003        3.0491
  0.646        3.2846        3.0433
  0.624        3.2154        3.0440
  0.602        3.0415        2.9314
  0.579        2.8891        2.8861
  0.579        2.8891        2.8861
  0.568        2.9298        2.9193
  0.557        2.9909        2.9860
  0.546        3.0627        3.0331
  0.535        3.1386        3.0240
  0.524        3.2154        3.0118
  0.513        3.2914        3.0001
  0.501        3.3539        2.9892
  0.490        3.3444        2.9791
  0.479        3.3297        2.9698
  0.468        3.3035        2.9615
  0.457        3.2754        2.9541
  0.446        3.2468        2.9477
  0.434        3.2228        2.9220
  0.423        3.2103        2.9082
  0.412        3.2042        2.9092
  0.401        3.2002        2.9099
  0.390        3.1976        2.9102
  0.379        3.1961        2.9103
  0.367        3.1957        2.9103
  0.367        3.1957        2.9103
  0.348        3.1735        2.9314
  0.329        3.2154        2.9518
  0.309        3.3452        2.9816
  0.290        3.3248        3.0166
  0.271        3.3079        3.0496
  0.251        3.2993        3.0678
  0.232        3.2989        3.0710
  0.213        3.2987        3.0719
  0.193        3.1833        3.0746
  0.174        3.0583        3.0527
  0.155        2.9526        2.9283
  0.135        2.9198        2.8020
  0.116        2.9344        2.6955
  0.097        2.9484        2.5695
  0.077        2.9558        2.4821
  0.058        2.9612        2.4881
  0.039        2.9713        2.4941
  0.019        2.9827        2.4980
  0.000        2.9869        2.4990
#Band-index   81
  0.000        2.9890        2.5001
  0.019        2.9859        2.5256
  0.039        2.9805        2.5639
  0.058        2.9722        2.6012
  0.077        2.9614        2.6359
  0.097        2.9560        2.6676
  0.116        2.9609        2.6977
  0.135        2.9697        2.8225
  0.155        2.9821        2.9488
  0.174        3.0776        3.0747
  0.193        3.2028        3.1804
  0.213        3.3164        3.2453
  0.232        3.4336        3.1991
  0.251        3.5564        3.1624
  0.271        3.5468        3.1505
  0.290        3.4842        3.1640
  0.309        3.3918        3.1905
  0.329        3.3523        3.2069
  0.348        3.3118        3.0432
  0.367        3.2879        2.9287
  0.367        3.2879        2.9287
  0.379        3.2884        2.9290
  0.390        3.2898        2.9299
  0.401        3.2921        2.9316
  0.412        3.2954        2.9342
  0.423        3.2996        2.9377
  0.434        3.3048        2.9422
  0.446        3.3108        2.9531
  0.457        3.3179        2.9856
  0.468        3.3258        3.0185
  0.479        3.3347        3.0510
  0.490        3.3532        3.0821
  0.501        3.3603        3.1108
  0.513        3.2931        3.1353
  0.524        3.2740        3.1515
  0.535        3.2843        3.1329
  0.546        3.2946        3.0598
  0.557        3.3039        2.9868
  0.568        3.3111        2.9263
  0.579        3.3141        2.8861
  0.579        3.3141        2.8861
  0.602        3.2979        3.0352
  0.624        3.2556        3.1027
  0.646        3.3483        3.1644
  0.669        3.4637        3.1242
  0.691        3.5991        3.1107
  0.713        3.6409        3.1327
  0.736        3.6265        3.1681
  0.758        3.6107        3.2085
  0.780        3.5948        3.2433
  0.803        3.5356        3.2246
  0.825        3.3515        3.1812
  0.847        3.1665        3.1365
  0.870        2.9836        2.9796
  0.892        2.9651        2.7979
  0.914        2.9585        2.6585
  0.937        2.9646        2.6187
  0.959        2.9772        2.5760
  0.981        2.9845        2.5316
  1.004        2.9890        2.5001
#Band-index   82
  1.004        3.1486        2.9410
  0.981        3.1640        2.9460
  0.959        3.2017        2.9606
  0.937        3.2494        2.9841
  0.914        3.3006        3.0151
  0.892        3.3523        3.0520
  0.870        3.4030        3.0930
  0.847        3.4523        3.1626
  0.825        3.5005        3.2807
  0.803        3.5479        3.2731
  0.780        3.5971        3.2704
  0.758        3.6408        3.2721
  0.736        3.6799        3.2747
  0.713        3.6491        3.2721
  0.691        3.6281        3.2568
  0.669        3.5519        3.2282
  0.646        3.3987        3.1925
  0.624        3.4005        3.1554
  0.602        3.4302        3.0625
  0.579        3.4568        3.0854
  0.579        3.4568        3.0854
  0.568        3.4396        3.0697
  0.557        3.4233        3.0557
  0.546        3.4079        3.0652
  0.535        3.3934        3.1357
  0.524        3.3799        3.2118
  0.513        3.3674        3.2560
  0.501        3.3710        3.2844
  0.490        3.4469        3.3148
  0.479        3.5037        3.3412
  0.468        3.4997        3.3450
  0.457        3.4929        3.3350
  0.446        3.4867        3.3242
  0.434        3.4813        3.3145
  0.423        3.4766        3.3063
  0.412        3.4727        3.2997
  0.401        3.4698        3.2946
  0.390        3.4676        3.2910
  0.379        3.4663        3.2888
  0.367        3.4659        3.2881
  0.367        3.4659        3.2881
  0.348        3.4310        3.2629
  0.329        3.4013        3.2307
  0.309        3.4282        3.3847
  0.290        3.5648        3.5180
  0.271        3.6775        3.5653
  0.251        3.5748        3.5495
  0.232        3.4516        3.4291
  0.213        3.3275        3.3060
  0.193        3.3187        3.2000
  0.174        3.3319        3.0804
  0.155        3.3425        3.0778
  0.135        3.3446        3.0679
  0.116        3.3326        3.0484
  0.097        3.3059        3.0229
  0.077        3.2692        2.9966
  0.058        3.2286        2.9734
  0.039        3.1900        2.9557
  0.019        3.1603        2.9447
  0.000        3.1486        2.9410
#Band-index   83
  0.000        3.8665        3.4620
  0.019        3.8443        3.4619
  0.039        3.7990        3.4614
  0.058        3.7515        3.4600
  0.077        3.7101        3.4300
  0.097        3.6802        3.3948
  0.116        3.6675        3.3709
  0.135        3.6761        3.3632
  0.155        3.7049        3.3724
  0.174        3.7478        3.3411
  0.193        3.7942        3.2952
  0.213        3.7502        3.3247
  0.232        3.6808        3.4486
  0.251        3.6130        3.5718
  0.271        3.6973        3.6656
  0.290        3.6888        3.5616
  0.309        3.6300        3.4712
  0.329        3.5745        3.4182
  0.348        3.5229        3.3700
  0.367        3.4827        3.3411
  0.367        3.4827        3.3411
  0.379        3.4838        3.3415
  0.390        3.4872        3.3426
  0.401        3.4930        3.3446
  0.412        3.5014        3.3473
  0.423        3.5125        3.3508
  0.434        3.5267        3.3550
  0.446        3.5442        3.3599
  0.457        3.5645        3.3654
  0.468        3.5799        3.3716
  0.479        3.5274        3.3783
  0.490        3.4525        3.3849
  0.501        3.3905        3.3627
  0.513        3.4012        3.2889
  0.524        3.4197        3.2139
  0.535        3.4374        3.1580
  0.546        3.4536        3.1418
  0.557        3.4671        3.1223
  0.568        3.4715        3.1029
  0.579        3.4568        3.0855
  0.579        3.4568        3.0855
  0.602        3.4838        3.1192
  0.624        3.4847        3.2033
  0.646        3.5130        3.2784
  0.669        3.5754        3.4114
  0.691        3.6641        3.4196
  0.713        3.7304        3.4350
  0.736        3.7156        3.3835
  0.758        3.7672        3.3345
  0.780        3.7297        3.2957
  0.803        3.5951        3.3125
  0.825        3.5915        3.3517
  0.847        3.5988        3.3013
  0.870        3.6159        3.3261
  0.892        3.6435        3.3600
  0.914        3.6815        3.4020
  0.937        3.7291        3.4505
  0.959        3.7837        3.4611
  0.981        3.8380        3.4619
  1.004        3.8665        3.4620
#Band-index   84
  1.004        3.8668        3.5687
  0.981        3.8725        3.5479
  0.959        3.8894        3.5020
  0.937        3.9165        3.4588
  0.914        3.9475        3.4530
  0.892        3.9675        3.4413
  0.870        3.9785        3.4210
  0.847        3.9743        3.3911
  0.825        3.9404        3.3532
  0.803        3.8863        3.5371
  0.780        3.8265        3.5839
  0.758        3.8677        3.5253
  0.736        3.8049        3.4750
  0.713        3.7467        3.4379
  0.691        3.7080        3.4871
  0.669        3.6218        3.4753
  0.646        3.5778        3.3909
  0.624        3.5345        3.2196
  0.602        3.4939        3.2430
  0.579        3.4936        3.2567
  0.579        3.4936        3.2567
  0.568        3.4961        3.2535
  0.557        3.5176        3.2451
  0.546        3.5486        3.2345
  0.535        3.5604        3.2278
  0.524        3.5488        3.2358
  0.513        3.5380        3.2909
  0.501        3.5279        3.3647
  0.490        3.5193        3.3883
  0.479        3.5316        3.3823
  0.468        3.6053        3.3994
  0.457        3.6823        3.4329
  0.446        3.7591        3.4702
  0.434        3.8355        3.5089
  0.423        3.9111        3.5484
  0.412        3.9860        3.5879
  0.401        4.0598        3.6268
  0.390        4.1319        3.6638
  0.379        4.1799        3.6954
  0.367        4.2016        3.7103
  0.367        4.2016        3.7103
  0.348        4.1562        3.7096
  0.329        4.0408        3.7075
  0.309        3.9221        3.7032
  0.290        3.8020        3.6972
  0.271        3.7373        3.6848
  0.251        3.8109        3.5805
  0.232        3.8637        3.5464
  0.213        3.8515        3.4985
  0.193        3.8284        3.4494
  0.174        3.8932        3.4067
  0.155        3.9515        3.3856
  0.135        3.9798        3.4144
  0.116        3.9794        3.4361
  0.097        3.9672        3.4494
  0.077        3.9324        3.4566
  0.058        3.9043        3.4720
  0.039        3.8836        3.5157
  0.019        3.8710        3.5530
  0.000        3.8668        3.5687
#Band-index   85
  0.000        3.9394        3.5696
  0.019        3.9407        3.5731
  0.039        3.9447        3.5843
  0.058        3.9512        3.6025
  0.077        3.9599        3.6274
  0.097        3.9701        3.6583
  0.116        4.0080        3.6944
  0.135        4.0540        3.7344
  0.155        4.0869        3.7417
  0.174        4.0921        3.7284
  0.193        4.0384        3.7249
  0.213        3.9715        3.7281
  0.232        3.9405        3.7294
  0.251        3.9023        3.6958
  0.271        3.7543        3.6942
  0.290        3.8189        3.7936
  0.309        3.9395        3.8043
  0.329        4.0588        3.7987
  0.348        4.1765        3.7953
  0.367        4.2495        3.7941
  0.367        4.2495        3.7941
  0.379        4.2008        3.8065
  0.390        4.1361        3.8304
  0.401        4.0676        3.8545
  0.412        3.9932        3.8752
  0.423        3.9179        3.8896
  0.434        3.8419        3.8288
  0.446        3.7657        3.7539
  0.457        3.6899        3.6777
  0.468        3.6225        3.6008
  0.479        3.6263        3.5235
  0.490        3.6555        3.4465
  0.501        3.6845        3.3967
  0.513        3.6577        3.4029
  0.524        3.6197        3.4110
  0.535        3.5831        3.4192
  0.546        3.5725        3.4273
  0.557        3.5852        3.4348
  0.568        3.5983        3.4414
  0.579        3.6112        3.4463
  0.579        3.6112        3.4463
  0.602        3.6076        3.4494
  0.624        3.6349        3.4471
  0.646        3.6730        3.4385
  0.669        3.6886        3.5289
  0.691        3.7352        3.6007
  0.713        3.8358        3.6496
  0.736        3.9069        3.6976
  0.758        3.9184        3.7360
  0.780        3.9348        3.7253
  0.803        4.0058        3.6481
  0.825        4.0806        3.7166
  0.847        4.0902        3.7350
  0.870        4.0689        3.7213
  0.892        4.0180        3.6871
  0.914        3.9764        3.6479
  0.937        3.9566        3.6143
  0.959        3.9466        3.5896
  0.981        3.9412        3.5746
  1.004        3.9394        3.5696
#Band-index   86
  1.004        4.0499        3.8349
  0.981        4.0858        3.8624
  0.959        4.1625        3.9286
  0.937        4.2545        3.9438
  0.914        4.2657        3.8902
  0.892        4.2173        3.8492
  0.870        4.1690        3.8364
  0.847        4.1592        3.7885
  0.825        4.0910        3.7395
  0.803        4.0874        3.7457
  0.780        4.0278        3.7499
  0.758        3.9654        3.8531
  0.736        4.0118        3.8625
  0.713        3.8543        3.8275
  0.691        3.7560        3.6476
  0.669        3.7135        3.5455
  0.646        3.6788        3.5077
  0.624        3.6613        3.4729
  0.602        3.6376        3.4510
  0.579        3.6116        3.4466
  0.579        3.6116        3.4466
  0.568        3.6293        3.4528
  0.557        3.6536        3.4608
  0.546        3.6802        3.4657
  0.535        3.7049        3.4631
  0.524        3.7195        3.4522
  0.513        3.7127        3.4362
  0.501        3.7002        3.4228
  0.490        3.7390        3.4574
  0.479        3.7807        3.5310
  0.468        3.8235        3.6077
  0.457        3.8672        3.6848
  0.446        3.9118        3.7616
  0.434        3.9571        3.8376
  0.423        4.0030        3.9005
  0.412        4.0493        3.9609
  0.401        4.0959        3.9909
  0.390        4.1465        4.0023
  0.379        4.2157        4.0076
  0.367        4.2733        4.0092
  0.367        4.2733        4.0092
  0.348        4.2010        3.9872
  0.329        4.1947        3.9410
  0.309        4.1640        3.8837
  0.290        4.1144        3.8097
  0.271        4.0619        3.7373
  0.251        4.0221        3.7615
  0.232        4.1122        3.7602
  0.213        4.1379        3.8125
  0.193        4.1134        3.8400
  0.174        4.1130        3.8142
  0.155        4.1042        3.7759
  0.135        4.1147        3.7670
  0.116        4.1725        3.8048
  0.097        4.2343        3.8528
  0.077        4.2802        3.9071
  0.058        4.2165        3.9595
  0.039        4.1399        3.9084
  0.019        4.0777        3.8559
  0.000        4.0499        3.8349
#Band-index   87
  0.000        4.3170        4.0389
  0.019        4.3162        4.0323
  0.039        4.3129        4.0077
  0.058        4.3037        3.9814
  0.077        4.3008        4.0590
  0.097        4.3815        4.0640
  0.116        4.3305        4.0357
  0.135        4.2631        4.0102
  0.155        4.1881        3.9898
  0.174        4.1576        3.9415
  0.193        4.2126        3.8767
  0.213        4.2666        3.8470
  0.232        4.1735        3.8416
  0.251        4.1914        3.8318
  0.271        4.2057        3.8187
  0.290        4.2130        3.8181
  0.309        4.2188        3.9326
  0.329        4.2398        4.0448
  0.348        4.2791        4.1108
  0.367        4.2792        4.1083
  0.367        4.2792        4.1083
  0.379        4.2967        4.1106
  0.390        4.2921        4.0978
  0.401        4.2482        4.0628
  0.412        4.2026        3.9906
  0.423        4.1570        3.9174
  0.434        4.1119        3.9023
  0.446        4.0676        3.8884
  0.457        4.0243        3.8552
  0.468        3.9825        3.8189
  0.479        3.9424        3.7832
  0.490        3.9049        3.7494
  0.501        3.8722        3.7186
  0.513        3.8499        3.6925
  0.524        3.8496        3.6739
  0.535        3.8743        3.6662
  0.546        3.9117        3.6720
  0.557        3.9528        3.6895
  0.568        3.9916        3.7123
  0.579        4.0207        3.7299
  0.579        4.0207        3.7299
  0.602        3.9807        3.7159
  0.624        3.9496        3.6672
  0.646        3.9322        3.6137
  0.669        3.8868        3.6029
  0.691        3.8615        3.7603
  0.713        3.9522        3.8599
  0.736        4.0433        3.9106
  0.758        4.0923        3.9144
  0.780        4.1424        3.8744
  0.803        4.1193        3.9186
  0.825        4.1562        3.9264
  0.847        4.1640        3.8682
  0.870        4.2416        3.8627
  0.892        4.3276        3.9378
  0.914        4.3547        4.0108
  0.937        4.2970        4.0129
  0.959        4.3110        3.9966
  0.981        4.3159        4.0299
  1.004        4.3170        4.0389
#Band-index   88
  1.004        4.7067        4.1739
  0.981        4.6477        4.1449
  0.959        4.5682        4.1131
  0.937        4.4991        4.0809
  0.914        4.4172        4.0962
  0.892        4.4009        4.0883
  0.870        4.3376        4.0680
  0.847        4.2772        4.0306
  0.825        4.2801        3.9853
  0.803        4.2208        4.0158
  0.780        4.1540        4.0340
  0.758        4.1759        3.9709
  0.736        4.1115        4.0127
  0.713        3.9914        3.8862
  0.691        3.9546        3.8100
  0.669        3.9337        3.7690
  0.646        3.9340        3.7375
  0.624        3.9846        3.7187
  0.602        4.0259        3.7166
  0.579        4.0214        3.7302
  0.579        4.0214        3.7302
  0.568        4.0434        3.7426
  0.557        4.0665        3.7580
  0.546        4.0902        3.7757
  0.535        4.1142        3.7952
  0.524        4.1383        3.8159
  0.513        4.1620        3.8374
  0.501        4.1851        3.8593
  0.490        4.2072        3.8812
  0.479        4.2279        3.9027
  0.468        4.2468        3.9234
  0.457        4.2636        3.9425
  0.446        4.2782        3.9379
  0.434        4.2903        3.9518
  0.423        4.3000        3.9860
  0.412        4.3073        4.0211
  0.401        4.3120        4.0648
  0.390        4.3133        4.1260
  0.379        4.3057        4.1329
  0.367        4.2819        4.1442
  0.367        4.2819        4.1442
  0.348        4.2810        4.1437
  0.329        4.2851        4.0548
  0.309        4.2918        3.9361
  0.290        4.3012        3.8536
  0.271        4.3128        3.8216
  0.251        4.3245        3.9325
  0.232        4.3129        4.0243
  0.213        4.2895        4.0182
  0.193        4.3574        3.9866
  0.174        4.3720        3.9790
  0.155        4.3876        4.0000
  0.135        4.4053        4.0426
  0.116        4.4320        4.0677
  0.097        4.3895        4.0818
  0.077        4.4318        4.0907
  0.058        4.4993        4.0997
  0.039        4.5783        4.1175
  0.019        4.6569        4.1501
  0.000        4.7067        4.1739
#Band-index   89
  0.000        4.7540        4.1740
  0.019        4.7264        4.1669
  0.039        4.6821        4.1483
  0.058        4.6331        4.1225
  0.077        4.5595        4.0936
  0.097        4.4865        4.1448
  0.116        4.4827        4.1705
  0.135        4.4829        4.1245
  0.155        4.4509        4.0844
  0.174        4.4219        4.0571
  0.193        4.3958        4.0390
  0.213        4.3498        4.0281
  0.232        4.3440        4.0660
  0.251        4.3496        4.0279
  0.271        4.3681        4.0389
  0.290        4.3955        4.0564
  0.309        4.4084        4.0781
  0.329        4.4084        4.0992
  0.348        4.3765        4.1710
  0.367        4.3037        4.2571
  0.367        4.3037        4.2571
  0.379        4.3279        4.2091
  0.390        4.3233        4.1395
  0.401        4.3416        4.0739
  0.412        4.3525        4.0245
  0.423        4.3600        3.9956
  0.434        4.3660        3.9783
  0.446        4.3715        3.9612
  0.457        4.3765        3.9430
  0.468        4.3807        3.9502
  0.479        4.3829        3.9577
  0.490        4.3806        3.9641
  0.501        4.3702        3.9688
  0.513        4.3502        3.9698
