#K-Path             Spin-Up       Spin-Down
#Band-index    1
  0.174       -8.7675       -8.7680
  0.155       -8.8925       -8.8930
  0.135       -8.8649       -8.8656
  0.116       -8.7793       -8.7799
  0.097       -8.6932       -8.6938
  0.077       -8.6068       -8.6075
  0.058       -8.5336       -8.5368
  0.039       -8.5380       -8.5414
  0.019       -8.4322       -8.4329
  0.000       -8.2729       -8.2737
#Band-index   37
  0.000       -8.2729       -8.2737
  0.019       -8.3472       -8.3479
  0.039       -8.4336       -8.4342
  0.058       -8.5202       -8.5209
  0.077       -8.5976       -8.5983
  0.097       -8.6838       -8.6845
  0.116       -8.7699       -8.7706
  0.135       -8.8556       -8.8563
  0.155       -8.8838       -8.8842
  0.174       -8.7583       -8.7588
  0.193       -8.6312       -8.6317
  0.213       -8.5029       -8.5034
  0.232       -8.3740       -8.3745
  0.251       -8.2540       -8.2546
  0.271       -8.1268       -8.1273
  0.290       -8.0066       -8.0072
  0.309       -7.9953       -7.9959
  0.329       -8.0732       -8.0737
  0.348       -8.1571       -8.1577
  0.367       -8.2010       -8.2013
  0.367       -8.2010       -8.2013
  0.379       -8.1873       -8.1908
  0.390       -8.1622       -8.1630
  0.401       -8.1215       -8.1221
  0.412       -8.0786       -8.0791
  0.423       -8.0348       -8.0354
  0.434       -7.9961       -7.9978
  0.446       -7.9897       -7.9915
  0.457       -7.9835       -7.9853
  0.468       -7.9766       -7.9784
  0.479       -7.9691       -7.9709
  0.490       -7.9640       -7.9656
  0.501       -8.0323       -8.0330
  0.513       -8.1126       -8.1133
  0.524       -8.1340       -8.1392
  0.535       -8.1272       -8.1325
  0.546       -8.1210       -8.1264
  0.557       -8.1158       -8.1213
  0.568       -8.1122       -8.1177
  0.579       -8.1108       -8.1163
  0.579       -8.1108       -8.1163
  0.602       -8.1176       -8.1229
  0.624       -8.1386       -8.1437
  0.646       -8.1704       -8.1750
  0.669       -8.2074       -8.2117
  0.691       -8.2459       -8.2500
  0.713       -8.2189       -8.2196
  0.736       -8.2933       -8.2939
  0.758       -8.3367       -8.3375
  0.780       -8.3862       -8.3898
  0.803       -8.4157       -8.4193
  0.825       -8.4421       -8.4456
  0.847       -8.4655       -8.4690
  0.870       -8.4859       -8.4893
  0.892       -8.5031       -8.5066
  0.914       -8.5173       -8.5207
  0.937       -8.5283       -8.5317
  0.959       -8.5357       -8.5391
  0.981       -8.4173       -8.4178
  1.004       -8.2729       -8.2737
#Band-index   38
  1.004       -8.2711       -8.2720
  0.981       -8.2557       -8.2564
  0.959       -8.2562       -8.2569
  0.937       -8.2568       -8.2575
  0.914       -8.2578       -8.2585
  0.892       -8.2593       -8.2599
  0.870       -8.2613       -8.2620
  0.847       -8.2643       -8.2649
  0.825       -8.2683       -8.2690
  0.803       -8.2738       -8.2745
  0.780       -8.2812       -8.2819
  0.758       -8.2906       -8.2913
  0.736       -8.2388       -8.2391
  0.713       -8.1172       -8.1177
  0.691       -8.0164       -8.0170
  0.669       -7.8887       -7.8894
  0.646       -7.8672       -7.8700
  0.624       -7.8841       -7.8864
  0.602       -7.8841       -7.8861
  0.579       -7.8636       -7.8654
  0.579       -7.8636       -7.8654
  0.568       -7.8784       -7.8802
  0.557       -7.8924       -7.8943
  0.546       -7.9057       -7.9075
  0.535       -7.9181       -7.9199
  0.524       -7.9297       -7.9315
  0.513       -7.9405       -7.9423
  0.501       -7.9502       -7.9520
  0.490       -7.9471       -7.9480
  0.479       -7.8699       -7.8705
  0.468       -7.8571       -7.8577
  0.457       -7.9017       -7.9023
  0.446       -7.9462       -7.9468
  0.434       -7.9906       -7.9912
  0.423       -8.0175       -8.0181
  0.412       -8.0597       -8.0601
  0.401       -8.1025       -8.1030
  0.390       -8.1442       -8.1446
  0.379       -8.1816       -8.1819
  0.367       -8.1901       -8.1946
  0.367       -8.1901       -8.1946
  0.348       -8.1464       -8.1468
  0.329       -8.0640       -8.0645
  0.309       -7.9844       -7.9849
  0.290       -7.9937       -7.9942
  0.271       -8.1164       -8.1169
  0.251       -8.2448       -8.2453
  0.232       -8.3687       -8.3714
  0.213       -8.4001       -8.4037
  0.193       -8.4247       -8.4283
  0.174       -8.4469       -8.4505
  0.155       -8.4668       -8.4703
  0.135       -8.4844       -8.4879
  0.116       -8.4997       -8.5032
  0.097       -8.5126       -8.5161
  0.077       -8.5229       -8.5264
  0.058       -8.5084       -8.5092
  0.039       -8.4226       -8.4233
  0.019       -8.3349       -8.3356
  0.000       -8.2711       -8.2720
#Band-index   39
  0.000       -8.2461       -8.2467
  0.019       -8.1720       -8.1726
  0.039       -8.0865       -8.0871
  0.058       -8.0012       -8.0019
  0.077       -7.9167       -7.9174
  0.097       -7.8332       -7.8339
  0.116       -7.7511       -7.7517
  0.135       -7.6706       -7.6712
  0.155       -7.5921       -7.5927
  0.174       -7.5333       -7.5364
  0.193       -7.5955       -7.5987
  0.213       -7.6576       -7.6607
  0.232       -7.7178       -7.7208
  0.251       -7.7760       -7.7788
  0.271       -7.8333       -7.8356
  0.290       -7.8924       -7.8935
  0.309       -7.9248       -7.9273
  0.329       -7.9661       -7.9684
  0.348       -7.9965       -7.9984
  0.367       -8.0083       -8.0101
  0.367       -8.0083       -8.0101
  0.379       -8.0079       -8.0097
  0.390       -8.0066       -8.0084
  0.401       -8.0045       -8.0063
  0.412       -8.0014       -8.0031
  0.423       -7.9961       -7.9977
  0.434       -7.9689       -7.9695
  0.446       -7.9257       -7.9262
  0.457       -7.8815       -7.8820
  0.468       -7.8376       -7.8381
  0.479       -7.8125       -7.8131
  0.490       -7.7679       -7.7685
  0.501       -7.7234       -7.7240
  0.513       -7.7142       -7.7164
  0.524       -7.7448       -7.7469
  0.535       -7.7737       -7.7758
  0.546       -7.8006       -7.8026
  0.557       -7.8250       -7.8269
  0.568       -7.8462       -7.8480
  0.579       -7.8635       -7.8654
  0.579       -7.8635       -7.8654
  0.602       -7.8315       -7.8334
  0.624       -7.7963       -7.7982
  0.646       -7.7631       -7.7637
  0.669       -7.8385       -7.8415
  0.691       -7.9638       -7.9642
  0.713       -8.1001       -8.1004
  0.736       -8.2021       -8.2026
  0.758       -8.2879       -8.2885
  0.780       -8.2788       -8.2794
  0.803       -8.2716       -8.2723
  0.825       -8.2662       -8.2669
  0.847       -8.2623       -8.2630
  0.870       -8.2595       -8.2602
  0.892       -8.2576       -8.2582
  0.914       -8.2562       -8.2568
  0.937       -8.2553       -8.2560
  0.959       -8.2548       -8.2554
  0.981       -8.2545       -8.2552
  1.004       -8.2461       -8.2467
#Band-index   40
  1.004       -8.2460       -8.2466
  0.981       -8.0941       -8.0948
  0.959       -7.9219       -7.9226
  0.937       -7.7506       -7.7513
  0.914       -7.5807       -7.5815
  0.892       -7.4126       -7.4133
  0.870       -7.4520       -7.4525
  0.847       -7.5278       -7.5282
  0.825       -7.6136       -7.6140
  0.803       -7.7087       -7.7092
  0.780       -7.8125       -7.8130
  0.758       -7.9237       -7.9241
  0.736       -8.0391       -8.0395
  0.713       -8.0654       -8.0659
  0.691       -7.9284       -7.9289
  0.669       -7.8320       -7.8323
  0.646       -7.7580       -7.7598
  0.624       -7.6432       -7.6438
  0.602       -7.5302       -7.5308
  0.579       -7.4337       -7.4345
  0.579       -7.4337       -7.4345
  0.568       -7.4633       -7.4639
  0.557       -7.5036       -7.5042
  0.546       -7.5464       -7.5470
  0.535       -7.5900       -7.5906
  0.524       -7.6342       -7.6347
  0.513       -7.6784       -7.6790
  0.501       -7.7035       -7.7040
  0.490       -7.7478       -7.7483
  0.479       -7.7920       -7.7925
  0.468       -7.7883       -7.7890
  0.457       -7.7085       -7.7092
  0.446       -7.6292       -7.6298
  0.434       -7.5534       -7.5541
  0.423       -7.4983       -7.4990
  0.412       -7.4865       -7.4870
  0.401       -7.4869       -7.4874
  0.390       -7.4881       -7.4886
  0.379       -7.4889       -7.4894
  0.367       -7.4892       -7.4897
  0.367       -7.4892       -7.4897
  0.348       -7.6093       -7.6098
  0.329       -7.7334       -7.7338
  0.309       -7.8540       -7.8544
  0.290       -7.8857       -7.8861
  0.271       -7.8135       -7.8139
  0.251       -7.7409       -7.7416
  0.232       -7.6713       -7.6720
  0.213       -7.6054       -7.6060
  0.193       -7.5440       -7.5446
  0.174       -7.5161       -7.5167
  0.155       -7.5844       -7.5850
  0.135       -7.6626       -7.6632
  0.116       -7.7431       -7.7437
  0.097       -7.8253       -7.8260
  0.077       -7.9090       -7.9096
  0.058       -7.9938       -7.9945
  0.039       -8.0797       -8.0803
  0.019       -8.1671       -8.1678
  0.000       -8.2460       -8.2466
#Band-index   41
  0.000       -8.2219       -8.2223
  0.019       -8.0785       -8.0791
  0.039       -7.9084       -7.9090
  0.058       -7.7378       -7.7384
  0.077       -7.5678       -7.5685
  0.097       -7.3994       -7.4000
  0.116       -7.3539       -7.3548
  0.135       -7.4028       -7.4054
  0.155       -7.4657       -7.4690
  0.174       -7.5078       -7.5087
  0.193       -7.5412       -7.5417
  0.213       -7.6029       -7.6034
  0.232       -7.6692       -7.6697
  0.251       -7.7397       -7.7401
  0.271       -7.8116       -7.8127
  0.290       -7.8740       -7.8761
  0.309       -7.8484       -7.8488
  0.329       -7.7257       -7.7262
  0.348       -7.6011       -7.6016
  0.367       -7.4831       -7.4836
  0.367       -7.4831       -7.4836
  0.379       -7.4829       -7.4834
  0.390       -7.4820       -7.4825
  0.401       -7.4805       -7.4809
  0.412       -7.4781       -7.4785
  0.423       -7.4759       -7.4764
  0.434       -7.4723       -7.4729
  0.446       -7.5028       -7.5053
  0.457       -7.5406       -7.5431
  0.468       -7.5775       -7.5799
  0.479       -7.6134       -7.6157
  0.490       -7.6481       -7.6504
  0.501       -7.6815       -7.6838
  0.513       -7.6592       -7.6597
  0.524       -7.6153       -7.6158
  0.535       -7.5717       -7.5722
  0.546       -7.5289       -7.5294
  0.557       -7.4877       -7.4882
  0.568       -7.4502       -7.4508
  0.579       -7.4216       -7.4222
  0.579       -7.4216       -7.4222
  0.602       -7.4730       -7.4734
  0.624       -7.5853       -7.5856
  0.646       -7.7054       -7.7058
  0.669       -7.7914       -7.7919
  0.691       -7.8023       -7.8056
  0.713       -7.7603       -7.7638
  0.736       -7.7136       -7.7172
  0.758       -7.6629       -7.6666
  0.780       -7.6085       -7.6122
  0.803       -7.5507       -7.5545
  0.825       -7.4897       -7.4936
  0.847       -7.4258       -7.4298
  0.870       -7.3595       -7.3635
  0.892       -7.3977       -7.3983
  0.914       -7.5598       -7.5604
  0.937       -7.7281       -7.7287
  0.959       -7.8980       -7.8985
  0.981       -8.0686       -8.0691
  1.004       -8.2219       -8.2223
#Band-index   42
  1.004       -7.2361       -7.2366
  0.981       -7.2412       -7.2417
  0.959       -7.2590       -7.2595
  0.937       -7.2895       -7.2900
  0.914       -7.3320       -7.3325
  0.892       -7.3822       -7.3827
  0.870       -7.2567       -7.2572
  0.847       -7.2776       -7.2793
  0.825       -7.3405       -7.3424
  0.803       -7.4029       -7.4048
  0.780       -7.4626       -7.4645
  0.758       -7.5195       -7.5213
  0.736       -7.5733       -7.5752
  0.713       -7.6241       -7.6259
  0.691       -7.6718       -7.6736
  0.669       -7.7164       -7.7183
  0.646       -7.6551       -7.6556
  0.624       -7.5221       -7.5226
  0.602       -7.4194       -7.4200
  0.579       -7.4215       -7.4221
  0.579       -7.4215       -7.4221
  0.568       -7.3939       -7.3944
  0.557       -7.4013       -7.4018
  0.546       -7.4085       -7.4090
  0.535       -7.4153       -7.4157
  0.524       -7.4217       -7.4221
  0.513       -7.4279       -7.4284
  0.501       -7.4340       -7.4345
  0.490       -7.4400       -7.4405
  0.479       -7.4460       -7.4465
  0.468       -7.4521       -7.4526
  0.457       -7.4596       -7.4601
  0.446       -7.4667       -7.4672
  0.434       -7.4711       -7.4718
  0.423       -7.4747       -7.4752
  0.412       -7.4769       -7.4774
  0.401       -7.4776       -7.4781
  0.390       -7.4787       -7.4792
  0.379       -7.4795       -7.4799
  0.367       -7.4797       -7.4802
  0.367       -7.4797       -7.4802
  0.348       -7.3653       -7.3658
  0.329       -7.2483       -7.2488
  0.309       -7.2103       -7.2132
  0.290       -7.2016       -7.2045
  0.271       -7.1971       -7.1979
  0.251       -7.2492       -7.2499
  0.232       -7.3087       -7.3094
  0.213       -7.3737       -7.3743
  0.193       -7.4431       -7.4437
  0.174       -7.4844       -7.4849
  0.155       -7.4336       -7.4344
  0.135       -7.3866       -7.3871
  0.116       -7.3462       -7.3466
  0.097       -7.3164       -7.3169
  0.077       -7.2878       -7.2882
  0.058       -7.2652       -7.2657
  0.039       -7.2491       -7.2495
  0.019       -7.2393       -7.2398
  0.000       -7.2361       -7.2366
#Band-index   43
  0.000       -7.2360       -7.2365
  0.019       -7.2371       -7.2375
  0.039       -7.2451       -7.2455
  0.058       -7.2608       -7.2612
  0.077       -7.2830       -7.2835
  0.097       -7.3116       -7.3120
  0.116       -7.3238       -7.3272
  0.135       -7.3834       -7.3849
  0.155       -7.4328       -7.4332
  0.174       -7.4840       -7.4846
  0.193       -7.4335       -7.4341
  0.213       -7.3643       -7.3650
  0.232       -7.2993       -7.2999
  0.251       -7.2396       -7.2402
  0.271       -7.1907       -7.1934
  0.290       -7.1859       -7.1884
  0.309       -7.1936       -7.1960
  0.329       -7.2400       -7.2405
  0.348       -7.3571       -7.3575
  0.367       -7.4761       -7.4766
  0.367       -7.4761       -7.4766
  0.379       -7.4757       -7.4761
  0.390       -7.4743       -7.4748
  0.401       -7.4722       -7.4726
  0.412       -7.4693       -7.4698
  0.423       -7.4658       -7.4663
  0.434       -7.4633       -7.4654
  0.446       -7.4646       -7.4651
  0.457       -7.4585       -7.4590
  0.468       -7.4515       -7.4520
  0.479       -7.4443       -7.4448
  0.490       -7.4382       -7.4386
  0.501       -7.4321       -7.4326
  0.513       -7.4259       -7.4263
  0.524       -7.4192       -7.4196
  0.535       -7.4121       -7.4125
  0.546       -7.4042       -7.4046
  0.557       -7.3950       -7.3954
  0.568       -7.3830       -7.3833
  0.579       -7.3761       -7.3765
  0.579       -7.3761       -7.3765
  0.602       -7.3885       -7.3890
  0.624       -7.3717       -7.3723
  0.646       -7.3573       -7.3579
  0.669       -7.3439       -7.3444
  0.691       -7.3312       -7.3317
  0.713       -7.3191       -7.3196
  0.736       -7.3076       -7.3081
  0.758       -7.2967       -7.2972
  0.780       -7.2866       -7.2870
  0.803       -7.2771       -7.2776
  0.825       -7.2683       -7.2688
  0.847       -7.2580       -7.2587
  0.870       -7.2514       -7.2519
  0.892       -7.2899       -7.2940
  0.914       -7.2447       -7.2451
  0.937       -7.2409       -7.2413
  0.959       -7.2382       -7.2386
  0.981       -7.2365       -7.2370
  1.004       -7.2360       -7.2365
#Band-index   44
  1.004       -7.2293       -7.2298
  0.981       -7.2310       -7.2315
  0.959       -7.2334       -7.2338
  0.937       -7.2364       -7.2368
  0.914       -7.2410       -7.2417
  0.892       -7.2495       -7.2500
  0.870       -7.2459       -7.2466
  0.847       -7.2569       -7.2574
  0.825       -7.2645       -7.2650
  0.803       -7.2729       -7.2734
  0.780       -7.2821       -7.2826
  0.758       -7.2920       -7.2925
  0.736       -7.3026       -7.3031
  0.713       -7.3138       -7.3143
  0.691       -7.3254       -7.3259
  0.669       -7.3373       -7.3377
  0.646       -7.3489       -7.3494
  0.624       -7.3585       -7.3590
  0.602       -7.3440       -7.3444
  0.579       -7.3761       -7.3765
  0.579       -7.3761       -7.3765
  0.568       -7.3749       -7.3756
  0.557       -7.3390       -7.3397
  0.546       -7.3343       -7.3349
  0.535       -7.3521       -7.3526
  0.524       -7.3732       -7.3737
  0.513       -7.3927       -7.3932
  0.501       -7.4098       -7.4103
  0.490       -7.4246       -7.4251
  0.479       -7.4368       -7.4373
  0.468       -7.4454       -7.4459
  0.457       -7.4510       -7.4515
  0.446       -7.4569       -7.4573
  0.434       -7.4614       -7.4620
  0.423       -7.4316       -7.4321
  0.412       -7.3835       -7.3861
  0.401       -7.3421       -7.3447
  0.390       -7.2999       -7.3025
  0.379       -7.2572       -7.2599
  0.367       -7.2212       -7.2240
  0.367       -7.2212       -7.2240
  0.348       -7.2200       -7.2228
  0.329       -7.2160       -7.2188
  0.309       -7.1447       -7.1454
  0.290       -7.1507       -7.1514
  0.271       -7.1863       -7.1870
  0.251       -7.1769       -7.1796
  0.232       -7.1607       -7.1635
  0.213       -7.1421       -7.1448
  0.193       -7.1355       -7.1362
  0.174       -7.1529       -7.1534
  0.155       -7.1696       -7.1700
  0.135       -7.1845       -7.1850
  0.116       -7.2303       -7.2309
  0.097       -7.2563       -7.2602
  0.077       -7.2175       -7.2180
  0.058       -7.2245       -7.2249
  0.039       -7.2291       -7.2296
  0.019       -7.2305       -7.2309
  0.000       -7.2293       -7.2298
#Band-index   45
  0.000       -6.9843       -6.9898
  0.019       -7.0077       -7.0130
  0.039       -7.0594       -7.0642
  0.058       -7.1217       -7.1261
  0.077       -7.1882       -7.1924
  0.097       -7.2085       -7.2090
  0.116       -7.1975       -7.1980
  0.135       -7.0644       -7.0651
  0.155       -7.0700       -7.0726
  0.174       -7.0967       -7.0994
  0.193       -7.1207       -7.1233
  0.213       -7.1324       -7.1347
  0.232       -7.1475       -7.1499
  0.251       -7.1618       -7.1643
  0.271       -7.1734       -7.1757
  0.290       -7.1432       -7.1438
  0.309       -7.1406       -7.1413
  0.329       -7.1989       -7.2014
  0.348       -7.2025       -7.2050
  0.367       -7.2036       -7.2061
  0.367       -7.2036       -7.2061
  0.379       -7.1669       -7.1695
  0.390       -7.2106       -7.2112
  0.401       -7.2905       -7.2911
  0.412       -7.3678       -7.3684
  0.423       -7.4239       -7.4265
  0.434       -7.4529       -7.4533
  0.446       -7.4538       -7.4543
  0.457       -7.4507       -7.4511
  0.468       -7.4435       -7.4439
  0.479       -7.4336       -7.4340
  0.490       -7.4214       -7.4219
  0.501       -7.4071       -7.4075
  0.513       -7.3905       -7.3910
  0.524       -7.3720       -7.3725
  0.535       -7.3516       -7.3521
  0.546       -7.3284       -7.3289
  0.557       -7.3082       -7.3087
  0.568       -7.3197       -7.3201
  0.579       -7.3481       -7.3484
  0.579       -7.3481       -7.3484
  0.602       -7.3038       -7.3042
  0.624       -7.2225       -7.2230
  0.646       -7.1356       -7.1361
  0.669       -7.0484       -7.0489
  0.691       -6.9618       -6.9623
  0.713       -6.8760       -6.8765
  0.736       -6.7912       -6.7916
  0.758       -6.7075       -6.7080
  0.780       -6.6467       -6.6497
  0.803       -6.7666       -6.7673
  0.825       -6.9229       -6.9236
  0.847       -7.0831       -7.0838
  0.870       -7.2265       -7.2270
  0.892       -7.2438       -7.2443
  0.914       -7.2175       -7.2216
  0.937       -7.1468       -7.1512
  0.959       -7.0765       -7.0813
  0.981       -7.0144       -7.0196
  1.004       -6.9843       -6.9898
#Band-index   46
  1.004       -6.8449       -6.8482
  0.981       -6.8635       -6.8666
  0.959       -6.9181       -6.9206
  0.937       -6.9885       -6.9907
  0.914       -7.0619       -7.0640
  0.892       -7.1344       -7.1364
  0.870       -7.2045       -7.2065
  0.847       -7.0665       -7.0670
  0.825       -6.9085       -6.9090
  0.803       -6.7546       -6.7551
  0.780       -6.6346       -6.6371
  0.758       -6.6834       -6.6839
  0.736       -6.7669       -6.7674
  0.713       -6.8522       -6.8526
  0.691       -6.9386       -6.9390
  0.669       -7.0259       -7.0263
  0.646       -7.1136       -7.1141
  0.624       -7.2011       -7.2015
  0.602       -7.2857       -7.2860
  0.579       -7.2264       -7.2268
  0.579       -7.2264       -7.2268
  0.568       -7.2558       -7.2561
  0.557       -7.2756       -7.2760
  0.546       -7.2622       -7.2627
  0.535       -7.2258       -7.2263
  0.524       -7.1868       -7.1874
  0.513       -7.1492       -7.1498
  0.501       -7.1136       -7.1142
  0.490       -7.0804       -7.0810
  0.479       -7.0497       -7.0503
  0.468       -7.0218       -7.0224
  0.457       -6.9967       -6.9973
  0.446       -6.9746       -6.9752
  0.434       -6.9569       -6.9578
  0.423       -6.9821       -6.9848
  0.412       -7.0290       -7.0317
  0.401       -7.0758       -7.0785
  0.390       -7.1218       -7.1245
  0.379       -7.1299       -7.1306
  0.367       -7.0541       -7.0547
  0.367       -7.0541       -7.0547
  0.348       -7.0597       -7.0603
  0.329       -7.0754       -7.0760
  0.309       -7.0865       -7.0870
  0.290       -7.0089       -7.0094
  0.271       -7.0367       -7.0371
  0.251       -7.0631       -7.0636
  0.232       -7.0875       -7.0880
  0.213       -7.1083       -7.1090
  0.193       -7.1068       -7.1091
  0.174       -7.0867       -7.0892
  0.155       -7.0631       -7.0657
  0.135       -7.0403       -7.0429
  0.116       -7.0092       -7.0119
  0.097       -6.9793       -6.9820
  0.077       -6.9479       -6.9506
  0.058       -6.9155       -6.9183
  0.039       -6.8837       -6.8867
  0.019       -6.8568       -6.8599
  0.000       -6.8449       -6.8482
#Band-index   47
  0.000       -6.8446       -6.8479
  0.019       -6.8360       -6.8394
  0.039       -6.8507       -6.8533
  0.058       -6.8909       -6.8932
  0.077       -6.9328       -6.9352
  0.097       -6.9720       -6.9744
  0.116       -7.0078       -7.0103
  0.135       -7.0372       -7.0398
  0.155       -6.8998       -6.9004
  0.174       -6.7371       -6.7377
  0.193       -6.5767       -6.5773
  0.213       -6.5950       -6.5955
  0.232       -6.6926       -6.6931
  0.251       -6.7945       -6.7949
  0.271       -6.8998       -6.9003
  0.290       -7.0064       -7.0068
  0.309       -7.0799       -7.0804
  0.329       -7.0648       -7.0654
  0.348       -7.0490       -7.0496
  0.367       -7.0434       -7.0440
  0.367       -7.0434       -7.0440
  0.379       -6.9675       -6.9681
  0.390       -6.9054       -6.9060
  0.401       -6.9129       -6.9135
  0.412       -6.9234       -6.9240
  0.423       -6.9362       -6.9368
  0.434       -6.9295       -6.9320
  0.446       -6.9170       -6.9173
  0.457       -6.9393       -6.9396
  0.468       -6.9646       -6.9648
  0.479       -6.9925       -6.9928
  0.490       -7.0232       -7.0235
  0.501       -7.0565       -7.0567
  0.513       -7.0922       -7.0925
  0.524       -7.1303       -7.1306
  0.535       -7.1704       -7.1707
  0.546       -7.2117       -7.2119
  0.557       -7.2492       -7.2495
  0.568       -7.2535       -7.2539
  0.579       -7.2263       -7.2267
  0.579       -7.2263       -7.2267
  0.602       -7.1546       -7.1550
  0.624       -7.0720       -7.0724
  0.646       -6.9815       -6.9820
  0.669       -6.8853       -6.8858
  0.691       -6.7856       -6.7861
  0.713       -6.6847       -6.6852
  0.736       -6.5871       -6.5883
  0.758       -6.6135       -6.6165
  0.780       -6.6253       -6.6258
  0.803       -6.6759       -6.6789
  0.825       -6.7028       -6.7058
  0.847       -6.7267       -6.7296
  0.870       -6.7476       -6.7506
  0.892       -6.7659       -6.7689
  0.914       -6.7817       -6.7848
  0.937       -6.7961       -6.7993
  0.959       -6.8111       -6.8145
  0.981       -6.8304       -6.8339
  1.004       -6.8446       -6.8479
#Band-index   48
  1.004       -6.7089       -6.7104
  0.981       -6.7485       -6.7502
  0.959       -6.7672       -6.7694
  0.937       -6.7670       -6.7695
  0.914       -6.7591       -6.7616
  0.892       -6.7464       -6.7491
  0.870       -6.7300       -6.7327
  0.847       -6.7103       -6.7129
  0.825       -6.6873       -6.6900
  0.803       -6.6612       -6.6639
  0.780       -6.6178       -6.6185
  0.758       -6.5979       -6.6005
  0.736       -6.5862       -6.5869
  0.713       -6.6844       -6.6848
  0.691       -6.7855       -6.7859
  0.669       -6.8853       -6.8857
  0.646       -6.9814       -6.9819
  0.624       -7.0718       -7.0723
  0.602       -7.1541       -7.1545
  0.579       -7.2254       -7.2258
  0.579       -7.2254       -7.2258
  0.568       -7.1604       -7.1608
  0.557       -7.0934       -7.0938
  0.546       -7.0259       -7.0263
  0.535       -6.9582       -6.9587
  0.524       -6.8906       -6.8910
  0.513       -6.8230       -6.8235
  0.501       -6.7557       -6.7561
  0.490       -6.6911       -6.6922
  0.479       -6.7308       -6.7336
  0.468       -6.7820       -6.7848
  0.457       -6.8325       -6.8353
  0.446       -6.8822       -6.8849
  0.434       -6.8974       -6.8977
  0.423       -6.8809       -6.8812
  0.412       -6.8673       -6.8676
  0.401       -6.8569       -6.8572
  0.390       -6.8868       -6.8874
  0.379       -6.9008       -6.9014
  0.367       -6.8993       -6.8999
  0.367       -6.8993       -6.8999
  0.348       -6.9170       -6.9175
  0.329       -6.9473       -6.9478
  0.309       -6.9783       -6.9788
  0.290       -7.0004       -7.0008
  0.271       -6.8938       -6.8942
  0.251       -6.7889       -6.7893
  0.232       -6.6881       -6.6885
  0.213       -6.5924       -6.5928
  0.193       -6.5041       -6.5045
  0.174       -6.4283       -6.4288
  0.155       -6.4067       -6.4102
  0.135       -6.4682       -6.4718
  0.116       -6.5285       -6.5321
  0.097       -6.5868       -6.5904
  0.077       -6.6427       -6.6462
  0.058       -6.6949       -6.6982
  0.039       -6.7372       -6.7401
  0.019       -6.7418       -6.7435
  0.000       -6.7089       -6.7104
#Band-index   49
  0.000       -6.7087       -6.7103
  0.019       -6.6946       -6.6963
  0.039       -6.6608       -6.6627
  0.058       -6.6177       -6.6197
  0.077       -6.5695       -6.5716
  0.097       -6.5176       -6.5198
  0.116       -6.4628       -6.4650
  0.135       -6.4055       -6.4078
  0.155       -6.3658       -6.3664
  0.174       -6.4143       -6.4148
  0.193       -6.5016       -6.5021
  0.213       -6.5099       -6.5102
  0.232       -6.5620       -6.5624
  0.251       -6.6114       -6.6118
  0.271       -6.6587       -6.6591
  0.290       -6.7039       -6.7043
  0.309       -6.7469       -6.7473
  0.329       -6.7873       -6.7877
  0.348       -6.8232       -6.8235
  0.367       -6.8428       -6.8430
  0.367       -6.8428       -6.8430
  0.379       -6.8442       -6.8445
  0.390       -6.8485       -6.8488
  0.401       -6.8050       -6.8056
  0.412       -6.7242       -6.7248
  0.423       -6.6435       -6.6441
  0.434       -6.5630       -6.5636
  0.446       -6.4827       -6.4833
  0.457       -6.4874       -6.4879
  0.468       -6.5539       -6.5544
  0.479       -6.6206       -6.6211
  0.490       -6.6753       -6.6775
  0.501       -6.6252       -6.6280
  0.513       -6.5719       -6.5747
  0.524       -6.5177       -6.5206
  0.535       -6.4629       -6.4657
  0.546       -6.4074       -6.4103
  0.557       -6.3513       -6.3542
  0.568       -6.2950       -6.2979
  0.579       -6.2496       -6.2526
  0.579       -6.2496       -6.2526
  0.602       -6.3000       -6.3029
  0.624       -6.3534       -6.3564
  0.646       -6.4041       -6.4070
  0.669       -6.4519       -6.4548
  0.691       -6.4967       -6.4996
  0.713       -6.5384       -6.5414
  0.736       -6.5748       -6.5770
  0.758       -6.5073       -6.5079
  0.780       -6.6051       -6.6056
  0.803       -6.5435       -6.5440
  0.825       -6.4637       -6.4642
  0.847       -6.3854       -6.3859
  0.870       -6.3093       -6.3098
  0.892       -6.3720       -6.3751
  0.914       -6.4665       -6.4695
  0.937       -6.5548       -6.5575
  0.959       -6.6323       -6.6346
  0.981       -6.6884       -6.6902
  1.004       -6.7087       -6.7103
#Band-index   50
  1.004       -6.6741       -6.6756
  0.981       -6.6113       -6.6129
  0.959       -6.5250       -6.5266
  0.937       -6.4329       -6.4345
  0.914       -6.3369       -6.3386
  0.892       -6.2379       -6.2396
  0.870       -6.2812       -6.2816
  0.847       -6.3582       -6.3586
  0.825       -6.4367       -6.4371
  0.803       -6.5165       -6.5169
  0.780       -6.5936       -6.5942
  0.758       -6.5012       -6.5017
  0.736       -6.5618       -6.5644
  0.713       -6.5240       -6.5267
  0.691       -6.4824       -6.4852
  0.669       -6.4378       -6.4405
  0.646       -6.3902       -6.3929
  0.624       -6.3396       -6.3423
  0.602       -6.2861       -6.2889
  0.579       -6.2297       -6.2325
  0.579       -6.2297       -6.2325
  0.568       -6.2125       -6.2155
  0.557       -6.1831       -6.1860
  0.546       -6.1525       -6.1554
  0.535       -6.1211       -6.1241
