 82750 82.750000 -3.596190 103.493000 9.886730   -1.552130 101.770000 11.031100   
 83000 83.000000 -3.024100 103.819000 9.926210   -1.519180 101.638000 10.946600   
 83250 83.250000 -2.747970 104.062000 9.652950   -1.037800 102.085000 10.629700   
 83500 83.500000 -3.015360 104.124000 9.218270   -1.275610 102.100000 9.947730   
 83750 83.750000 -2.804230 104.415000 9.061050   -1.260360 102.139000 9.879970   
 84000 84.000000 -2.751960 105.018000 9.868410   -1.613400 102.394000 10.034200   
 84250 84.250000 -3.118250 104.885000 9.537390   -1.466820 102.400000 10.253700   
 84500 84.500000 -3.353380 104.507000 9.788270   -1.654690 102.373000 10.536700   
 84750 84.750000 -2.946850 104.552000 9.917080   -1.225700 102.004000 10.560100   
 85000 85.000000 -3.081440 104.125000 9.778010   -1.476330 101.909000 10.571100   
 85250 85.250000 -2.704930 104.469000 9.827130   -1.392650 102.153000 11.054800   
 85500 85.500000 -2.649500 104.726000 9.804620   -1.193580 102.789000 10.846600   
 85750 85.750000 -2.694550 105.310000 9.535560   -1.266700 102.336000 10.464200   
 86000 86.000000 -2.695440 104.348000 9.202770   -1.676110 101.803000 10.327300   
 86250 86.250000 -2.557740 104.055000 9.485940   -1.301920 101.891000 10.880800   
 86500 86.500000 -2.726070 104.634000 9.722580   -1.315710 102.284000 10.744100   
 86750 86.750000 -2.573550 104.647000 9.554750   -1.495240 102.444000 10.725400   
 87000 87.000000 -2.724330 104.697000 9.934410   -1.591940 101.967000 10.875000   
 87250 87.250000 -2.953640 104.628000 9.835350   -1.523510 102.334000 11.043700   
 87500 87.500000 -3.105260 104.619000 10.185500   -1.460880 102.360000 11.116900   
 87750 87.750000 -3.475510 104.083000 9.892180   -1.900220 101.953000 11.041700   
 88000 88.000000 -2.924040 103.652000 9.820800   -1.721580 101.696000 11.294100   
 88250 88.250000 -3.153020 103.781000 9.726870   -1.665190 101.712000 11.008400   
 88500 88.500000 -3.697190 103.644000 10.060800   -1.625230 101.508000 11.109100   
 88750 88.750000 -3.541330 103.342000 10.182300   -1.766270 101.353000 11.062400   
 89000 89.000000 -3.765400 103.460000 9.800070   -1.763910 101.968000 11.413800   
 89250 89.250000 -3.579590 103.274000 9.390900   -1.494190 102.295000 11.240000   
 89500 89.500000 -4.238260 103.308000 10.286600   -1.796980 102.097000 11.096800   
 89750 89.750000 -4.724650 103.383000 9.472140   -2.392340 101.153000 11.214600   
 90000 90.000000 -4.490700 102.984000 10.152900   -2.101870 101.815000 11.175200   
 90250 90.250000 -4.426650 102.797000 9.830290   -2.008990 102.010000 11.012200   
 90500 90.500000 -4.012380 102.923000 9.817620   -1.807320 101.596000 11.148400   
 90750 90.750000 -4.303840 102.334000 9.453280   -1.624380 101.296000 10.725500   
 91000 91.000000 -4.664420 102.858000 9.629800   -2.014660 101.440000 10.712000   
 91250 91.250000 -4.828370 102.783000 9.912020   -2.628720 101.191000 11.313200   
 91500 91.500000 -4.868240 102.653000 9.583790   -2.768310 101.109000 10.772600   
 91750 91.750000 -4.729560 103.025000 9.932580   -2.900620 101.409000 11.210200   
 92000 92.000000 -4.614100 103.404000 10.036600   -2.848860 101.512000 10.849500   
 92250 92.250000 -4.592330 103.833000 10.374900   -2.736500 101.622000 10.938700   
 92500 92.500000 -4.594800 103.966000 9.581010   -3.398060 101.618000 10.577500   
 92750 92.750000 -4.307890 104.125000 10.013500   -3.199660 101.764000 10.660300   
 93000 93.000000 -4.144840 103.817000 10.415100   -3.698530 101.074000 10.916000   
 93250 93.250000 -3.881660 103.778000 10.423600   -4.377550 101.311000 11.455700   
 93500 93.500000 -4.033140 103.586000 10.409000   -4.325260 100.879000 10.822900   
 93750 93.750000 -4.120840 103.343000 10.229500   -3.805540 100.477000 11.086100   
 94000 94.000000 -3.758020 103.088000 10.447400   -3.721020 100.595000 11.327000   
 94250 94.250000 -3.773120 103.639000 10.035500   -3.610750 100.924000 10.875400   
 94500 94.500000 -3.659800 103.649000 10.136300   -3.417820 100.946000 10.830000   
 94750 94.750000 -3.576760 103.586000 9.937460   -3.604450 100.888000 10.388900   
 95000 95.000000 -3.794910 103.723000 9.454560   -4.347690 101.377000 10.924800   
 95250 95.250000 -3.632100 103.837000 9.100180   -4.119880 101.378000 10.600100   
 95500 95.500000 -3.593320 103.836000 9.766940   -3.872100 101.113000 10.381200   
 95750 95.750000 -4.046210 103.343000 10.179200   -4.082160 100.467000 10.663800   
 96000 96.000000 -3.688210 103.445000 9.782170   -4.280450 100.739000 10.946300   
 96250 96.250000 -2.777940 103.713000 9.282930   -4.121680 101.322000 10.645000   
 96500 96.500000 -2.913140 103.335000 9.824930   -4.110460 100.765000 10.629400   
 96750 96.750000 -2.575030 103.151000 9.658610   -3.562200 100.762000 11.176900   
 97000 97.000000 -2.808950 102.856000 9.499940   -3.974720 100.646000 10.815500   
 97250 97.250000 -2.839370 103.269000 9.999980   -3.857180 100.839000 11.167800   
 97500 97.500000 -2.710320 103.455000 10.264600   -3.943530 101.013000 10.884800   
 97750 97.750000 -2.822070 103.409000 9.852730   -3.832420 100.936000 10.955500   
 98000 98.000000 -3.040120 103.286000 9.369510   -4.165470 101.056000 10.517500   
 98250 98.250000 -3.025470 103.702000 9.919660   -3.557470 100.534000 11.073700   
 98500 98.500000 -2.935840 103.231000 10.069800   -3.329520 100.741000 11.132700   
 98750 98.750000 -2.726590 103.734000 9.743360   -4.116350 101.738000 11.039800   
 99000 99.000000 -2.251400 103.596000 10.061600   -4.056920 101.767000 11.311600   
 99250 99.250000 -2.891320 103.337000 9.515030   -3.742680 101.100000 11.038800   
 99500 99.500000 -2.882100 103.418000 9.700780   -3.266230 101.000000 10.836900   
 99750 99.750000 -2.970190 103.840000 9.721230   -3.634230 101.545000 11.178400   
 100000 100.000000 -2.667580 103.078000 9.304480   -3.908060 101.057000 11.043800   
 100250 100.250000 -2.366720 103.329000 9.822890   -3.621270 100.878000 10.332000   
