## bin = 50
   -6.272000 0.000000
   -6.016000 0.000000
   -5.760000 0.000000
   -5.504000 0.000000
   -5.248000 0.000000
   -4.992000 0.000000
   -4.736000 0.000000
   -4.480000 0.000000
   -4.224000 0.000000
   -3.968000 0.000000
   -3.712000 0.000000
   -3.456000 0.000000
   -3.200000 0.000000
   -2.944000 0.000000
   -2.688000 0.000000
   -2.432000 0.000066
   -2.176000 0.042440
   -1.920000 0.273457
   -1.664000 0.358073
   -1.408000 0.232546
   -1.152000 0.172928
   -0.896000 0.179765
   -0.640000 0.212346
   -0.384000 0.236883
   -0.128000 0.244620
    0.128000 0.244620
    0.384000 0.236883
    0.640000 0.212346
    0.896000 0.179765
    1.152000 0.172928
    1.408000 0.232546
    1.664000 0.358073
    1.920000 0.273457
    2.176000 0.042440
    2.432000 0.000066
    2.688000 0.000000
    2.944000 0.000000
    3.200000 0.000000
    3.456000 0.000000
    3.712000 0.000000
    3.968000 0.000000
    4.224000 0.000000
    4.480000 0.000000
    4.736000 0.000000
    4.992000 0.000000
    5.248000 0.000000
    5.504000 0.000000
    5.760000 0.000000
    6.016000 0.000000
    6.272000 0.000000
